comment_num,content,praise_num
0,粤北始兴、仁化、乳源等县部分乡镇5月1日凌晨遭遇9级狂风和特大冰雹袭击。据韶关市三防办2日公布的数据，狂风、冰雹灾害共造成该市64个村庄受灾，至少6482间房屋受损、44881亩农田受害，无人员伤亡。灾情发生后，灾民在政府和村干部的带领下忙于自救，四处购买瓦片修缮被砸坏 ​,0
0,1日粤北出现了强对流天气，韶关的翁源、始兴、仁化等录得10到11级瞬时大风，仁化和始兴还出现鸡蛋大小的冰雹。预计2日粤北和粤西北部有中阵雨或雷雨，局部暴雨，局地伴有强对流天气；其他地区有分散阵雨或雷阵雨。 还好不在家啊！夏天下冰雹！无语死了！！！！ ​,0
0,对@姸尐 说：南方日报讯　(记者/谢庆裕　通讯员/风云)前日凌晨，韶关仁化和始兴出现鸡蛋大小冰雹惊出人们一身冷汗，今明两日，强降水伴随雷雨大风、冰雹等强对流天气仍可能会在粤中北部出现。 ​,0
0,5月1日至2日广东北部普降中到大雨，饱受干旱困扰的韶关、清远、河源等地旱情有所缓解，粤北的仁化和始兴还遭遇鸡蛋大小的冰雹袭击，到2日下午5点，广东省共有40市县先后拉响雷雨大风警报。网页链接 ​,0
0,【粤北受暴雨冰雹袭击损失近7千万】（1/2）广东省防总今晚表示，受暖湿气流和高空槽的影响，粤北韶关始兴、仁化两县近日遭遇雷雨大风和冰雹袭击，房屋受损6482间，造成直接经济损失人民币6846万元人民币，但目前暂未收到人员伤亡报告。 ​,0
0,4月28日至5月2日10时，广东省大部分地区出现降雨过程，粤北韶关始兴、仁化两县遭遇雷雨大风和冰雹袭击，房屋受损6482间，造成直接经济损失人民币6846万元人民币。哗，貌似今日十点我们从韶关回来的路上有一段路真系好大雨，落猫落狗似的。 ​,0
0,#国内速递#【粤北遭大风暴雨冰雹袭击损失近7000万元】广东省防总2日晚间消息称，受暖湿气流和高空槽的影响，4月28日至5月2日10时，该省大部分地区出现降雨过程，粤北韶关始兴、仁化两县遭遇雷雨大风和冰雹袭击，房屋受损6482间，造成直接经济损失人民币6846万元人民币。网页链接 ​,0
8,【特大冰雹袭击 村民屋漏无人问】1号凌晨，韶关市遭受‘特大冰雹’嘅袭击；始兴、仁化等多个县，受灾严重；究竟当地受灾群众而家嘅情况系点呢？我哋即刻去睇下网页链接 ​,0
0,昨天凌晨，韶关始兴、仁化两县，遭到直径约10厘米的冰雹和雷雨、大风的袭击。据不完全统计，灾害天气造成6400多间房屋受损，其中始兴县受灾最严重 。 ​,0
3,【四万余户居民恢复供电 供电蜀黍全力抢修复电】受高空槽与偏南暖湿气流影响，昨日我市普降暴雨，局部大暴雨，并伴有雷雨大风等强对流天气，其中，翁源县北部地区还出现了冰雹，供电设施受损严重，韶关供电局于14时30分启动蓝色预警，截至4月18日下午3点，已派出抢修人员343名，投入抢修车辆112台，并加强24小时应急值班。四万余户居民恢复供电，目前抢修复电仍在全力进行中。请各位市民注意强对流天气出行及用电安全：雷雨天气尽量关掉电视等家用电器，拔下电源插头；远离户外供电设施，如发现大树压倒电线或其他故障，远离故障点并拨打95598报障。@南网50Hz @广东电网 @韶关民生网,10
0,【看天气】强降雨云团局地开花，乐昌、市区、翁源等地的朋友注意雷电、短时强降水和冰雹天气。 ​,3
3,嗖的一下就到了[挖鼻屎][挖鼻屎]，可惜韶关天气太好了，见不到冰雹我在这里:#翁源县# 网页链接 ​,0
0,【路边头版】15 日中午，韶关市区及翁源、乳源等县多个乡镇遭遇暴雨、冰雹、龙卷风同时袭击，造成多地房屋、汽车损坏，农作物受灾。有市民发现，这次降下的冰雹大的居然能与拳头相比。未来几天，降雨和强对流天气仍将反复“光顾”广东，仍需留心防范。网页链接 ​,0
0,【on.cc 东方互动 专讯】 广东韶关市区及翁源、乳源等县多个乡镇，今日受强对流天气影响，突然遭遇暴雨、冰雹、龙卷风袭击。据初步统计，市区十里亭油泵厂、五里亭变压器厂等多间工厂瓦面厂房被损坏，至少数十辆汽车被砸、多讫出现水浸及树木倒塌，部分乡镇民居、农作物严重受损。@rIo_vAn_stEphEn ​,0
0,韶关遭暴雨冰雹龙卷风「三料」袭击 - 即时新闻 (分享自 @oncc东方互动) 【on.cc 东方互动 专讯】广东韶关市区及翁源、乳源等县多个乡镇，今日受强对流天气影响，突然遭遇暴雨、冰雹、龙卷风袭击。据初步统计，... 网页链接 ​,0
5,死咯，现在在落冰雹了。快冻死了！[雪人]我在这里：#乳源瑶族自治县# 网页链接 ​,0
1,刚才的中央电视台晚间新闻说广东河源的新丰、紫金遭受冰雹袭击。新丰是韶关市下辖的一个县，不在河源境内。央视不应该犯这么低级的错误。 我在:|广清高速出... ​,0
0,新丰县是属于韶关的！编辑你搞错了吧 //【强风暴携雷雨大风冰雹袭击广东 39县市发布预警】网页链接 (分享自 @今日头条) ​,1
8,韶关东南部的新丰县出现冰雹… ​,0
2,韶关突现强对流天气，雷达回波红到发紫，除了地闪还有冰雹。这是约一小时前韶关乐昌长来镇的实况，来自@栗丘 ​,1
1,#节目回顾# 【韶关迎强对流天气 乐昌居然下冰雹了】日前，受冷空气影响，韶关部分地区出现了伴有短时雷暴大风、冰雹等强对流天气。其中乐昌五山镇的冰雹，下得有鸡蛋那么大，屋顶都被打穿，而韶关市区还出现了水浸街的状况。具体的情况是怎样？这种强对流天气还会持续吗？视频：韶关迎强对... ​,1
0,韶关五山镇普降特大冰雹 直径8厘米  昨天（4月19日）晚上9时许，乐昌五山镇突降特大冰雹，最大冰雹直径达8cm。此次特大冰雹持续下降20多分钟，造成五山镇麻坑、牛头洞、大乐等多个村委会损失严重，共计560户2520人受灾，其中有173户受灾较为严... 网页链接 ​,1
3,【韶关-今晚有咩睇】广东多地迎来强对流天气 ，韶关就夸张点，乐昌先下了冰雹，市区也出现水浸街，那这种天气又会持续多久啊？ @DV现场 @ok的大眼袋 ​,2
10,听家长说，5小时前，韶关市乐昌下冰雹了，这是什么天气？@老大笨象 @立德会相约@凡口老留 @丹霞客2001 @善行肥天使 ​,1
1,#创建平安韶关#【惊魂3小时 狂风雹雨中救出三十名工人兄弟】3月23日，乐昌坪石遭受雷雨大风冰雹袭击，广乐高速龙王口工地有三十名工人被困狂风暴雨中，情况十分危急。乐昌警方火速出警，经过惊魂3小时，终于将三十名民工兄弟们安全救出。@乐昌公安 @乐昌城南警盾 网页链接 ​,0
0,最近！广东怎么啦？天天有地方下冰雹…不会是真末日来吧………… 《韶关:11级大风挟冰雹再袭乐昌》 (来自 @手机新浪网) 网页链接 ​,0
3,凌晨开始，强对流天气先后横扫粤北以及珠三角北部，而珠三角东侧也正在受到影响。东莞风灾后，各地气象部门神经紧绷，韶关乐昌甚至发布了红色冰雹预警以及红色雷雨大风预警两个最高级别的信号。预计切变线会继续南移。 ​,0
2,@广东天气: 从雷达图中清晰地看到，强对流云系已经到达韶关，并且部分地区强对流天气严重，目前韶关的乐昌，已经发布了冰雹红色预警信号和雷雨大风黄色预警信号，看到的亲，请提醒当地的朋友！预计云系将继续向东移动。@hysqxj @qyqxt121 @guangzhouqx @hysqxj 的朋友们也请注意！ 附加图片：http://ap ​,0
148,韶关乐昌今晚落雨...刚刚雨中带小冰雹... 我在:|人民中路 ​,1
3,"【25日起广东又有大到暴雨、局部大暴雨】各单位注意！各单位 注意！25日开始，我省自北向南又将有一次大雨到暴雨、局部大暴雨的降水过程。 据省气象局统计，4月以来我省降水比同期偏多5成，清远、广州、韶关等地先后出现了冰雹，其中韶关市区和乐昌等地的冰雹直径大于3厘米,最大达6厘米，近30年罕见！ ​",0
2,前几天乐昌龙卷风加冰雹，农作物全砸烂。昨天韶关下拳头大的冰雹，汽车，房顶被砸烂。2012，你要来了么？大家，现在还有时间做自己想做的事，不要让自己后悔。 ​,0
2,⊙o⊙哇……韶关下完冰雹接着乐昌就下暴雨了……看来不能回家只能躲雨了 - -@Lijie李洁- @死性不改不知悔改的张敏玉玉玉 @半吊子纯货符晓翡0-0 @梁莉娟LLJ ​,0
0,昨晚老家韶关乐昌梅花前晚十多下起了鸡蛋那么大的冰雹，把家里人都给吓坏了，幸好是晚上，如果是白天，肯定会出人命； ​,0
0,#广州清远下超大号冰雹#受暖湿气流和弱冷空气共同影响，12到13日，广东的清远、广州、佛山、东莞等市普降暴雨，部分县市出现大暴雨和8到11级雷雨大风等短时强对流天气，清远市清新县、连山县、连南县以及广州市花都区和韶关乐昌等地还出现了冰雹。广东全省100多县市发布了相关警报。 ​,0
0,分享了一篇文章：《韶关乐昌梅花昨晚下起鸡蛋大的冰雹！！》 网页链接 ​,0
2,昨天下午4时许，韶城半空传来一声炸响，随后韶关市区西河一带，纷纷扰扰的雨点中夹杂着黄豆大小的冰雹倾泻而下。而在乳源与乐昌交界处的高寒山区，前天凌晨更是再次出现了春日罕见的冰挂满山的冬景。 ​,0
2,@南雄生活网 @南雄网 @周宏忠 昨天韶关下冰雹了？？ 南雄有没受到什么影响啊？http://t.cn/zOpW9tN ​,0
3,韶关下冰雹怎么回事啊。。。@Fe_iiiii @KiM__海燕 有没有吓到南雄啊。 ​,0
1,很冷很冷吖我我去到哪里都要进屋烤热它，现在还要下冰雹，我在这韶关最冷的地方南雄，这团天气带团伤不起吖，不过也要干活为了赚钱生活[手套][温暖帽子][织][雪人] ​,0
0,韶关始兴6000多间房屋被冰雹损坏，目前最缺瓦片-南雄周边信息-南雄视窗 网页链接 ​,0
0,深圳今晚好热！朋友发来了春城昆明一场冰雹满地落花的美景。 ​,0
0,陈晓宁这个人真的很严谨耶寄四瓶可乐还要收我一千 抱着四瓶可乐去寄真的很可疑我天天祈祷深圳暴雨+大风+冰雹 说笑的啦还是很开心的啦！(〃ω〃) ​,0
98,【雷暴云带进入东莞，下一个就是深圳了！】目前袭击广州的强雷暴云带上有零星的紫色回波发展，估计广州南部郊区、东莞西北部已出现冰雹。接下来雷暴云带继续东南移，东莞、深圳将在深夜受其影响有狂风暴雨甚至冰雹。如果你现在还没睡，花盆还在外面，可以去把它们搬回家，并紧闭门窗睡觉。 ​,98
1,#王俊凯# 听说你回到重庆之后雨就停了，然而北京下冰雹了，就像上次你来深圳，深圳的暴雨也停了，还出太阳了?? ​,0
0,不会太大太久吧！！？？【雷电+暴雨+大风+冰雹，接下来深圳天气走向出乎意料...】（来自 @一点资讯）|雷电+暴雨+... ​,2
0,雷电 暴雨 大风 冰雹，接下来深圳天气走向出乎意料...(同步自@新浪看点)|雷电+暴雨+... ​,0
0,周一到周四，春夏秋冬四个季节全体验过了…彦祖你告诉我什么时候下雪下冰雹…@深圳天气 |深圳 ​,2
0,"广东下起直径达5厘米冰雹 最大冰雹宛如乒乓球 - 深圳新闻网是立足深圳、辐射全国的综合性区域门户网站,为用户提供新闻、视频、博客、房产、汽车、财经、健康、美食、旅游、教育、时尚、娱乐、交友等20多个频道,并拥有深圳最大的门户互动社区深圳论坛,以及深圳报业集... 网页链接 ​",0
0,深圳没下大雨【南方迎首轮强对流天气：冰雹砸烂车玻璃】3月4日，在冷暖空气的碰撞下，我国南方迎来今年首轮大范围强对流天气。广西、广东、湖南等多地下起冰雹，有的冰雹个头大如鸡蛋。一些汽车挡风玻璃被砸烂，车顶出现凹坑。转发提醒，注意防范！澎湃新闻的... （澎湃新闻） ​​​ |深圳·桃源...,0
0,20171.又是一年春天2.伊豆的海边温泉旅馆3.日常踢球4.思考人生5.打工下冰雹6.在学校思考人生7.回国在深圳吃饭8.万圣节9.下雪 ​,1
0,2018.1.31这段时间天气特别冷，冬天印象最深的事  那年深圳下冰雹 你兴奋的 早上六点给我打电话 叫我起来看下冰雹  我起来推开窗看 我说看不见 然后你就跑下来拍照片发过来给我看……。今天早晨 不愿醒来、因为梦里是你。（何健华） |贺州·城东... ​,0
0,记着去年的明天下冰雹我好奇明天是否有冰雹@深圳天气 好让我明天准备武装 ​,0
0,深圳下冰雹了#深圳身边事##月老在深圳# ​,0
0,上海都下雪了，深圳只能下冰雹 ​,0
0,难得的下午茶时间。天气好心情也好。真的是个很特别的日子，两年前的今天，深圳最冷而且下冰雹的日子，被忽悠出来吃火锅，还是在室外走廊吃！冻的直哆嗦。所以说缘分真的是很奇妙的东西。我妈拿生辰八字算出来的吉日，竟然跟我们第一次见面的日子同一天。 ​,4
2,高空看是雪，再往下是冰雹，到地面是雨，深圳头一次让人有不穿厚一点没法出门的感觉❄️ ​,4
1,#深圳个人写真# 用可爱清纯以及又想自己酷酷的小公主给大家说早上好呀[愉快]今天天气又是阴雨绵绵，小公主不喜欢下雨天出门哦！天气转凉，出门记得带上伞，众多地方下雪，下冰雹的，咱们深圳就是盼不到，这不，只能下点雨囖#个人艺术照# |深圳 ​,2
0,在深圳第一次见到冰雹!!! 记得那时候pyq看到一张图是有人拿伞接了一伞冰雹hhh ​,0
0,#大张伟最可爱的歌#qweosd992#深圳地震#  昨天冰雹 今天地震 明天台风城会玩 ​,0
0,深圳哪里有凹陷修复无破漆无痕返修 - 深圳市三木汽车服务有限公司专注于深圳全市到店或预约上门服务        汽车凹陷修复就是把汽车漆面的凹陷汽车部分修复到原来状态。一般情况下，汽车凹陷修复能达到原来状态的是锐角和钝角凹陷。主要是没有掉漆的凹陷可以修复如初，冰雹坑可完美修复深圳哪里有凹陷修复无破漆无痕返修 ， 网页链接,2
0,#小冰球大梦想# 在这次参加2017新浪杯#亚洲青少年冰球联赛#的队伍当中，参加选拔组U10组决赛的深圳冰雹鲨鱼队格外引人注目，他们不但是以8岁甚至更小的队员来参加10岁年龄组的比赛，而且也是全部国内队伍中唯一聘请外籍教练的球队。这位美国外教带了怎样的冰球哲学来到中国呢？是什么让他决定留在中国. ​,0
0,85edv#深圳天气#小伙伴们注意躲避，雷电风雨冰雹齐来【深圳市冰雹分区预警】深圳市气象台于2017年08月31日17时45分在龙岗区（坪地、龙岗、龙城街道）发布冰雹预警，预计上述区域将出现冰雹，暂停户外活动，并迅速到最近的室内安全场所暂避。【深圳市大风蓝色预警】深圳市气象台于2017年08月31日1,0
0,看来这段时间台风一家三口‍‍都开广东旅游来了天鸽是麻麻帕卡是粑粑玛娃这孩子更调皮了！准备直面而来不说，昨天还派保镖雷电狂风暴雨和冰雹先来深圳打了个招呼我们的王嘉尔回来了不知道玛娃会不会激动地跑香港一日游#王嘉尔巴比龙##王嘉尔巴比龙##王嘉尔#,0
0,第一次去深圳，遇到冰雹。这第二次去，还能遇到连续台风？？？我这算运气好呢？还是运气不好？ ​,1
0,|深圳·中海...，听说过几天有冰雹，深圳的朋友注意了 |深圳·中海... ​,0
2,满杯金菠萝和要下冰雹的深圳。要赴首映之夜，怎么讲，希望两小时后我旁边的小兄弟不是抠脚大汉。 |深圳·喜茶... ​,9
0,时间:8月31日地点:深圳事件:冰雹黄色预警 ​,0
0,@一加手机 哇 深圳会有冰雹吗？ ​,0
2,今天下午5:45的时候，深圳市气象台针对龙岗的龙城坪地龙岗街道发布了冰雹预警，龙岗盛平的小伙伴儿拍到了在一个楼盘面前，冰雹小颗粒像暴雨一样哗啦啦砸在地板上的画面。不过这一波恶劣天气来得快也去得快，在18:20左右暴雨基本上就已经停止了，天空还露出了淡淡的晚霞，好像在为刚刚那一波任性感到抱歉。（龙岗记者站王馨雅） 第一现场的...,4
0,#陈江发#深圳突然遭遇狂风暴雨打雷闪电还下起了冰雹。雷电打的很吓人那么响。。 陈江发cjf... ​,0
1,深圳要下冰雹？？？目瞪口呆。。。 ​,1
131,#台风玛娃# 【厉害了！深圳六个预警齐发，香港准备！】受即将生成的16号台风玛娃的边缘气流影响，珠三角这几天连续遭到雷雨袭击，今天下午东莞市中心还出现了下击暴流。现在，最强的雷雨云已经来到深圳，这里发了雷电、大风、暴雨，冰雹预警，再加上已有的台风和高温预警，六预警齐发！接下来香港准备 ​,136
1,六个警报同时挂，还有冰雹和高温做对冲，深圳现在的雷声就像放鞭炮，深圳你是不是疯了！[捂脸][捂脸] ​,0
1,深圳竟然下了冰雹，我的天呀！黄色暴雨信号挂了一排！ 南桥北调的... ​,2
0,#玛娃来了# #16号台风玛娃#【深圳市取消冰雹分区预警】强对流云团已减弱，深圳市气象台于2017年08月31日18时15分在龙岗区（坪地、龙岗、龙城街道）取消冰雹预警。 ​,3
0,电闪雷鸣的，正在下冰雹雨，过两天又来台风，深圳挺住 岁寒三友55... ​,2
6,#沈煜伦##爱啃梨的星际碎片# 这又是冰雹？？ 2号还有台风 深圳这是要历劫啊 ​,14
2,深圳天气台风暴雨高温冰雹雷电 ​,0
0,#深圳冰雹#我不敢出门了 |深圳·南联 单纯正直的... ​,0
0,我大深圳竟然发布冰雹预警，开玩笑呢吗 ​,0
1,一道闪电噼下来，我他妈手机都吓掉了，惊魂未定，深圳下冰雹了 ​,1
0,@深圳天气 龙岗下冰雹了 |深圳·九州... puppet----... ​,1
0,深圳向下班群众发动了勐烈的魔法攻击。。。【冰雹+高温+大风+雷电】 顺便再来个小【台风】。。。深圳：你敢这么早下班 要是安全到家算我输。。。 ​,0
17,龙岗要下冰雹了！ ​,21
37,@深圳交警 今天什么情况！@深圳天气 下冰雹了龙岗………… 光头强爱臭... ​,19
1,#深圳身边事#【深圳下了冰雹 小伙伴感受到了没】26日，深圳市气象台于15时55分在光明新区，宝安区（石岩、沙井、新桥、燕罗、松岗街道），龙岗区（南湾、坂田、平湖、布吉、吉华街道）和龙华区（龙华、大浪、观湖、福城、观澜街道）发布冰雹预警。深圳网友称，26日在龙岗坪地下起了冰雹。你感受到了吗？,0
1,#台风帕卡#深圳下冰雹了吗？没看到哦！ ​,1
0,帕卡逼近广东　深圳狂风暴雨下冰雹 网页链接 ​,0
0,被里面文章的描述，给笑坏了。夏天强对流天气多，所以会经常出现冰雹；我在深圳南山区，傍晚下了一会雨，今天没看到冰雹。明天有台风帕卡，大家注意关窗收衣服。周末台风可以在家好好休息下。 |深圳刚刚下... ​,0
0,分享@并读 :深圳刚刚下冰雹了！还有8级大风和大雨网页链接 ​,0
1,#这一刻的时光# 深圳朋友圈在下冰雹，好怕怕 ​,0
0,坂田下冰雹了。刚刚。@深圳天气 张红锐的秒... ​,5
